26-03-2026 13:15:59 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-26\Push Transaction API: Provider: worldline_payment_log.json'
30-03-2026 15:28:53 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-03-30\Push Transaction API: Provider: icici_payment_log.json'
07-04-2026 12:54:45 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-07\Push Transaction API: Provider: paytm_payment_log.json'
24-04-2026 18:11:04 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-24\Push Transaction API: Provider: icicipaylink_payment_log.json'
24-04-2026 18:17:00 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-24\Push Transaction API: Provider: icicipaylink_payment_log.json'
24-04-2026 18:20:55 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-24\Push Transaction API: Provider: icicipaylink_payment_log.json'
24-04-2026 18:27:15 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-24\Push Transaction API: Provider: icicipaylink_payment_log.json'
24-04-2026 18:48:29 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-24\Push Transaction API: Provider: icicipaylink_payment_log.json'
24-04-2026 18:53:25 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-24\Push Transaction API: Provider: icicipaylink_payment_log.json'
24-04-2026 18:58:50 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\POS\PaymentAPI\Logs\2026-04-24\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 11:06:56 AM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 11:16:13 AM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 11:16:49 AM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 11:19:18 AM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 11:28:24 AM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 12:57:40 PM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 1:00:01 PM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
4/29/2026 1:15:24 PM - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Integrations\WorkFiles\SolutionsFiles\venkatesh_pc\PaymentAPI\Logs\2026-04-29\Push Transaction API: Provider: icicipaylink_payment_log.json'
06-05-2026 11:18:28 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\Git-Solutions\payment-api\Logs\2026-05-06\Push Transaction API: Provider: phonepe_payment_log.json'
06-05-2026 11:21:51 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\Git-Solutions\payment-api\Logs\2026-05-06\Push Transaction API: Provider: phonepe_payment_log.json'
06-05-2026 11:23:26 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\Git-Solutions\payment-api\Logs\2026-05-06\Push Transaction API: Provider: phonepe_payment_log.json'
06-05-2026 11:31:59 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\Git-Solutions\payment-api\Logs\2026-05-06\Push Transaction API: Provider: phonepe_payment_log.json'
06-05-2026 13:08:28 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'E:\VENKATESH_INTG\Git-Solutions\payment-api\Logs\2026-05-06\Push Transaction API: Provider: phonepe_payment_log.json'
